Accession Code (sample#),LakeName,DEC_Code,Date,Z max (m),Sample Type,Sample Z (m),Sample Layer,Secchi (m),Conductivity (umhos),pH_air_eq,ANC(ueq/L),NH4-N (ug N/L),NH4+ (mg/L),NH4+ (ueq/L),DIC (mg/L),DOC (mg/L),F (mg/L),Cl (mg/L),Cl (ueq/L),NO3-N (mg N/L),NO3- (mg/L),NO3- (ueq/L),SO4-S (mg S/L),SO4-- (mg/L),SO4-- (ueq/L),Total P (ug/L),MRP    (ug P/L),TFP (ug/L),TN (mg/L),Chla (ug/L),Si (mg/l),Dissolved Silica SiO2 (mg/l),Na (mg/L),Na (ueq/L),K (mg/L),K (ueq/L),Fe (mg/L),Mg (mg/L),Mg (ueq/L),Ca (mg/L),Ca (ueq/L),Total Al (ug/L),Total mono Al (ug/L),Nonlabile mono Al (ug/L),Labile mono Ali (ug/L),Hydrologic Type,Watershed,Watershed area (ha),lake volume (m3),WA/SA ratio,surface area (ha),surface area (m2)
10446160,Moss,40746,11-Aug-04,13.5,I,4,Ye,4.8,22,7.08,94.42,5,0.01,0.35,1.16,2.18,0.11,0.42,11.82,0.13,0.57,9.14,1.53,4.6,91.98,2.77,2.65,3,0.31,3.24,3.3,7.06,0.95,40.85,0.41,10.33,0.13,0.54,44.44,2.44,119.61,56.64,8.31,0,8.31,MDL,black,1314.7,2597578,11.9,45.7,457000
10546075,Moss,40746,20-Jul-05,13.5,I,2,Ye,4.8,25.2,6.97,90.01,5,0.01,0.35,1.19,3,0.11,0.65,18.06,0.15,0.67,10.7,1.39,4.17,83.4,2.98,0.5,1.69,0.32,1.75,2.72,5.82,1.08,46.35,0.42,10.48,0.13,0.48,39.61,2.66,130.44,62.82,19.1,2.54,16.57,MDL,black,1314.7,2597578,11.9,45.7,457000
10546160,Moss,40746,17-Aug-05,14,I,4,Ye,4.6,26.9,7.07,89.45,5,0.01,0.35,1.42,3.01,0.12,0.55,15.34,0.1,0.45,7.16,1.44,4.32,86.4,3.57,3.27,1.15,0.25,3.99,2.73,5.84,1.05,44.94,0.43,10.85,0.13,0.51,41.82,2.59,126.81,56.67,14.3,2.7,11.6,MDL,black,1314.7,2597578,11.9,45.7,457000
10646075,Moss,40746,17-Jul-06,14.1,I,1,Ye,3.8,23.3,6.82,62.81,5,0.01,0.35,1.05,3.82,0.11,0.45,12.6,0.1,0.44,7.02,1.37,4.11,82.2,3.3,2.02,3.21,0.29,1.51,2.4,5.14,0.89,38.14,0.35,8.63,0.13,0.42,34.03,2.6,127.5,123.07,22.1,4.34,17.75,MDL,black,1314.7,2597578,11.9,45.7,457000
10646161,Moss,40746,16-Aug-06,13.8,I,3,Ye,3,24.6,7,81.13,5,0.01,0.35,1.34,2.76,0.01,0.13,3.5,0.03,0.14,2.24,0.17,,,4.02,3.18,1.17,0.3,3.3,2.39,5.11,1.01,43.43,0.39,9.7,0.13,0.47,38.13,2.52,123.53,90.07,14.95,0,14.95,MDL,black,1314.7,2597578,11.9,45.7,457000
10746033,Moss,40746,13-Jul-07,13.5,I,4,Ye,4.75,22.5,7.01,81.39,5,0.01,0.35,1.27,2.32,0.13,0.55,15.37,0.3,1.32,21.12,1.5,4.5,90,3.71,1.63,11.24,0.49,1.62,2.96,6.33,0.93,40.16,0.39,9.73,0.13,0.48,39.44,2.53,123.97,61.48,12.17,3.83,8.34,MDL,black,1314.7,2597578,11.9,45.7,457000
10746075,Moss,40746,31-Jul-07,13.5,I,3,Ye,5.2,23.1,7.04,72.93,5,0.01,0.35,1.37,1.31,0.03,0.51,14.2,0.18,0.81,13.04,1.23,3.69,73.8,4.54,4.03,1.12,0.39,2.31,2.9,6.21,1.01,43.22,0.41,10.18,0.08,0.45,36.82,2.58,126.62,51.71,12.98,2.51,10.47,MDL,black,1314.7,2597578,11.9,45.7,457000
10846034,Moss,40746,30-Jun-08,13,I,2,Ye,3.6,11.2,7.02,75.52,24.3,0.03,1.72,1.22,1.66,0.11,0.59,16.52,0.12,0.54,8.65,1.36,4.08,81.6,3.43,3.98,1.7,0.42,3.12,3.13,6.7,0.83,35.86,0.41,10.33,0.13,0.4,32.55,3.15,154.5,68.13,0,0,0,MDL,black,1314.7,2597578,11.9,45.7,457000
10846075,Moss,40746,6-Aug-08,14,I,3,Ye,3.5,17.6,6.65,67.58,14.8,0.02,1.05,2.02,2.61,0.12,0.42,11.62,0.05,0.22,3.58,1.34,4.02,80.4,3.91,2.88,1.91,0.05,3.15,2.93,6.27,0.83,35.48,0.34,8.43,0.13,0.42,34.69,3.27,160.38,68.84,27.39,18.27,9.12,MDL,black,1314.7,2597578,11.9,45.7,457000
11046034,Moss,40746,7-Jul-10,13.5,I,1,Ye,4,22.4,6.83,85.41,7.2,0.01,0.51,1.3,3,0.13,0.61,17.14,0.1,0.45,7.23,1.58,4.74,94.8,7.23,4.4,1.82,0.22,1.31,2.68,5.74,1.15,49.36,0.33,8.18,0.13,0.4,32.47,2.31,113.09,96.45,17.22,4.02,13.19,MDL,black,1314.7,2597578,11.9,45.7,457000
11046076,Moss,40746,12-Aug-10,12.5,I,3,Ye,4.5,26.9,7.13,107.92,40.6,0.05,2.87,1.4,3.39,0.12,0.79,21.98,0.07,0.33,5.24,1.67,5.01,100.2,12.41,2.77,1.49,0.19,2.9,2.57,5.5,1.04,44.51,0.34,8.38,,0.43,34.93,2.67,130.73,65.3,7.69,0.05,7.64,MDL,black,1314.7,2597578,11.9,45.7,457000
11146032,Moss,40746,13-Jul-11,13.8,I,2,Ye,2.5,12.4,6.94,77.64,20.3,0.03,1.44,1.1,3.89,0.09,0.37,10.39,0.03,0.11,1.77,0.82,2.47,49.38,4.28,12.3,2.68,0.25,5.56,2.57,5.5,0.87,37.24,0.38,9.48,0.26,0.41,33.7,2.27,111.38,106.99,29.17,10.98,18.19,MDL,black,1314.7,2597578,11.9,45.7,457000
11146072,Moss,40746,9-Aug-11,13,I,3,Ye,4.2,22.3,7.1,104.08,2.1,0,0.15,1.59,4.38,0.1,0.64,17.86,0.03,0.11,1.77,1.18,3.54,70.8,4.26,2.5,1.54,0.27,2,2.71,5.8,0.97,41.71,0.4,9.98,MDL,0.47,38.21,2.36,115.44,57.13,9.47,0,9.47,MDL,black,1314.7,2597578,11.9,45.7,457000
11246033,Moss,40746,10-Jul-12,12.5,I,3,Ye,4,24.5,7.15,126.44,11.9,0.015,0.842,1.522,3.457,0.141,0.59,16.52,0.148,0.655,10.488,1.396,4.188,83.76,2.794,3.17,1.271,0.236,1.94,2.91,6.23,1.058,45.494,0.363,9.075,0.058,0.5,41,3.69,180.81,89.39,9.228,0,9.23,MDL,black,1314.7,2597578,11.9,45.7,457000
11246072,Moss,40746,7-Aug-12,13.5,I,4,Ye,3.9,26.9,7.19,126.3306,23.4,0.03,1.655,1.742,3.387,0.132,0.499,13.972,0.087,0.385,6.165,0.997,2.991,59.82,3.436,3.98,0.381,0.424,3.54,3.03,6.48,1.048,45.064,0.429,10.725,0.07,0.544,44.608,3.196,156.604,63.66,8.203,0,8.2,MDL,black,1314.7,2597578,11.9,45.7,457000
9446853,Moss,40746,28-Jun-94,13.2,G,12,Yh,5.8,27,6.91,61.3,60,0.08,4.24,0.83,3.29,,0.6,16.8,0.36,1.58,25.23,1.48,4.44,88.8,3.6,4.3,2.9,0.75,0.43,2.8,5.99,0.72,30.96,0.48,12,0.14,0.48,39.2,2.49,121.98,,,,,MDL,black,1314.7,2597578,11.9,45.7,457000
9446913,Moss,40746,2-Aug-94,14.1,G,13,Yh,5.6,28,6.81,88.9,140,0.18,9.9,0.62,2.94,,0.56,15.68,0.26,1.13,18.07,1.45,4.35,87,7.4,1.6,2.7,0.53,0,3,6.42,0.76,32.68,0.42,10.5,0.34,0.5,41,2.92,143,168,57,13,44,MDL,black,1314.7,2597578,11.9,45.7,457000
9446957,Moss,40746,24-Aug-94,13.2,G,12,Yh,5.3,31,7.25,93.4,25,0.03,1.77,,3.33,,,,0.16,0.72,11.48,1.37,4.11,82.2,11.3,2.3,,0.56,0.5,3.48,7.45,0.85,36.55,0.51,12.75,1.06,0.54,44.61,3.3,161.52,157,57,46,11,MDL,black,1314.7,2597578,11.9,45.7,457000
9546850,Moss,40746,19-Jun-95,13.8,G,13,Yh,8.7,26,6.92,81.8,160,0.21,11.32,3.84,3.58,,0.7,19.71,0.24,1.07,17.08,1.63,4.9,97.92,7.7,5.4,1.9,0.81,,3.04,6.51,0.94,40.42,0.59,14.75,0.39,0.52,42.64,2.74,134.31,142,68,55,13,MDL,black,1314.7,2597578,11.9,45.7,457000
9546870,Moss,40746,9-Aug-95,13,G,12,Yh,4.5,25,6.85,85.1,200,0.26,14.15,3.81,3.43,,0.62,17.22,0.23,1.02,16.3,1.12,3.36,67.19,1.2,2.12,3.2,3,1.13,3.6,7.7,0.95,40.85,0.49,12.25,0.81,0.59,48.38,3.16,154.63,117,33,19,14,MDL,black,1314.7,2597578,11.9,45.7,457000
9546969,Moss,40746,13-Sep-95,13.3,G,12,Yh,5.7,26,7.02,136.6,,,,7.41,4.88,,0.65,18.14,0.01,0.04,0.71,0.65,1.96,39.29,3.3,5.95,3.44,1.59,1.81,1.41,3.02,1,43,0.56,14,8.18,0.66,54.12,2.73,133.95,196,19,0,19,MDL,black,1314.7,2597578,11.9,45.7,457000
9646756,Moss,40746,25-Jun-96,14,G,13,Yh,,22.3,6.61,64,94,0.12,6.65,2.81,4.35,,0.37,10.36,0.27,1.2,19.13,1.2,3.6,72,4.67,2.85,2.51,0.68,0.53,1.2,2.57,0.86,36.98,0.4,10,0.19,0.49,40.18,2.1,102.88,170,88,63,25,MDL,black,1314.7,2597578,11.9,45.7,457000
9646827,Moss,40746,15-Jul-96,14,G,13,Yh,3.6,22.7,6.46,83.07,24,0.03,1.7,3.63,3.27,,0.43,12.04,0.22,0.96,15.38,1.44,4.32,86.4,5.31,0.5,2.51,0.65,0.39,1.5,3.21,0.85,36.55,0.4,10,0.52,0.53,43.46,2.21,108.07,191,82,48,34,MDL,black,1314.7,2597578,11.9,45.7,457000
9646899,Moss,40746,20-Aug-96,13.6,G,13,Yh,5.1,27.4,7.16,119.4,254,0.33,17.97,4.45,6.87,,0.75,20.94,0.19,0.82,13.18,0.51,1.53,30.54,7.32,2.05,1.93,0.87,2.07,2.88,6.16,0.89,38.27,0.41,10.25,2.9,0.55,45.1,3.16,154.97,205,150,72,78,MDL,black,1314.7,2597578,11.9,45.7,457000
9746861,Moss,40746,15-Jul-97,13.5,G,12,Yh,3.2,26.2,6.68,46.9,120,0.15,8.49,3.65,6.74,0.21,0.33,9.24,0.21,0.93,14.88,1.45,4.35,87,6.5,1.56,2.9,0.53,0.45,3.09,6.61,0.87,37.41,0.46,11.5,0.4,0.39,31.98,2.5,122.74,98,16,0,16,MDL,black,1314.7,2597578,11.9,45.7,457000
9746934,Moss,40746,19-Aug-97,12.7,G,11,Yh,4,28.1,7.05,106,190,0.24,13.44,5.02,3.5,0.18,0.27,7.56,0.11,0.49,7.8,1.34,4.02,80.4,6.6,2.1,2.8,0.79,0.3,3.14,6.72,0.94,40.42,0.5,12.5,1.5,0.6,49.12,3.25,159.03,172,58,51,7,MDL,black,1314.7,2597578,11.9,45.7,457000
9846661,Moss,40746,13-Jul-98,13.7,G,13,Yh,3.2,26.4,7.09,125.5,69.43,0.09,4.91,4.22,3.55,0.03,0.38,10.64,0.18,0.8,12.76,1.35,4.04,80.81,7.78,2.19,3.06,0.55,0.43,3.23,6.91,0.89,38.27,0.53,13.13,0.86,0.46,37.88,3.23,158.05,,52.36,26.22,26.14,MDL,black,1314.7,2597578,11.9,45.7,457000
9846733,Moss,40746,18-Aug-98,12.5,G,12,Yh,3.65,24.9,6.98,121.8,152.6,0.2,10.79,4.7,3.48,0.12,0.43,12.04,0.23,1.02,16.3,1.39,4.17,83.4,9.74,5.64,2.89,0.67,0.56,3.44,7.37,0.94,40.59,0.4,9.88,0.99,0.62,51.17,3.29,161.29,,27.1,2.62,24.48,MDL,black,1314.7,2597578,11.9,45.7,457000
9946160,Moss,40746,30-Jun-99,13,G,12,Yh,5.5,25.4,6.63,84.03,68.05,0.09,4.81,1.48,2.75,0.09,0.44,12.32,0.06,0.27,4.25,1.58,4.74,94.8,7.74,2.38,2.68,0.5,1.34,3.35,7.16,0.97,41.8,0.46,11.43,0.22,0.54,44.03,3.29,161.41,142.34,15.24,4.15,11.09,MDL,black,1314.7,2597578,11.9,45.7,457000
9946234,Moss,40746,23-Aug-99,13.5,G,12.5,Yh,5.2,23.9,7.09,189.71,181.19,0.23,12.82,,2.61,0.13,0.36,10.08,0.02,0.09,1.42,1.15,3.45,69,4.87,7.52,3.05,0.99,1.68,3.27,6.99,1.04,44.59,0.49,12.23,4.73,0.59,48.05,2.94,143.86,242.69,7.18,0,7.18,MDL,black,1314.7,2597578,11.9,45.7,457000
10046564,Moss,40746,13-Jul-00,14,G,13,Yh,3.3,26.9,6.13,109.45,100.4,0.13,7.1,2.42,2.4,0.13,0.41,11.48,0.16,0.71,11.34,1.54,4.61,92.22,7.55,2.46,1.46,0.57,0.22,3.48,7.45,0.86,37.07,0.44,10.9,0.55,0.5,41.08,2.92,143.23,86.18,11.04,0.17,10.87,MDL,black,1314.7,2597578,11.9,45.7,457000
10046636,Moss,40746,23-Aug-00,12.8,G,12,Yh,2.8,27.2,7.09,115.09,263.55,0.34,18.64,6.05,3.25,0.14,0.35,9.88,0.13,0.57,9.14,1.47,4.4,87.9,9.55,4.34,3.34,0.67,1.28,3.26,6.98,0.91,39.13,0.47,11.68,1.28,0.49,40.18,3.08,150.97,178.66,12.6,2.55,10.05,MDL,black,1314.7,2597578,11.9,45.7,457000
10146072,Moss,40746,18-Jul-01,14,G,13,Yh,6.4,27.1,7.19,125.28,265,0.34,18.74,3.56,2.31,0.11,0.31,8.65,0.18,0.78,12.54,1.43,4.28,85.68,9.44,4.34,3.16,0.62,1.45,2.95,6.31,0.86,37.15,0.43,10.85,0.75,0.48,38.95,2.89,141.66,161.82,30.16,6,24.16,MDL,black,1314.7,2597578,11.9,45.7,457000
10146151,Moss,40746,7-Aug-01,14.2,G,13,Yh,4.5,28.3,7.4,172,257.2,0.33,18.19,6.65,2.46,0.12,0.35,9.77,0.1,0.44,7.09,1.15,3.45,68.94,11.88,3.33,2.5,0.91,2.02,3,6.42,0.76,32.55,0.43,10.73,2.1,0.51,41.66,2.79,136.86,158.45,27.18,5.87,21.3,MDL,black,1314.7,2597578,11.9,45.7,457000
10246074,Moss,40746,14-Aug-02,13.9,G,7,Yh,5.8,32.3,7.42,184.42,305.02,0.39,21.57,5.29,3.39,0.15,0.39,10.86,0.02,0.07,1.13,1.06,3.19,63.72,10.74,4.48,2.12,0.98,1.84,3.68,7.88,0.9,38.83,0.44,10.95,3.74,0.5,41.16,3.18,156.02,183.14,21.11,6.3,14.81,MDL,black,1314.7,2597578,11.9,45.7,457000
10246155,Moss,40746,17-Sep-02,13.7,G,12,Yh,4.4,32.9,7.56,211.28,565.54,0.73,40,8.28,4.41,0.16,0.5,13.86,0.01,0.06,0.99,0.64,1.91,38.28,9.6,4.09,1.67,1.98,1.4,3.74,8,0.9,38.57,0.47,11.75,7.18,0.54,44.36,3.64,178.26,195.39,26.45,4.65,21.8,MDL,black,1314.7,2597578,11.9,45.7,457000
10346077,Moss,40746,15-Jul-03,13,G,12,Yh,4.2,31.1,7.4,183.78,416.48,0.54,29.46,,2.62,0.12,0.56,15.6,0.06,0.27,4.32,1.05,3.14,62.88,5.92,3.49,1.7,1.1,2.37,3.51,7.51,0.92,39.65,0.48,12.1,3.22,0.45,36.49,3.08,151.02,224.69,28.4,4.17,24.23,MDL,black,1314.7,2597578,11.9,45.7,457000
10346163,Moss,40746,13-Aug-03,,G,,Yh,,31.9,7.39,182.38,402.11,0.52,28.44,7.47,3.33,0.13,0.41,11.54,0.04,0.16,2.62,1.11,3.34,66.72,10.61,3.61,1.24,1.07,1.31,3.79,8.11,0.88,37.67,0.46,11.55,3.34,0.49,40.43,3.62,177.28,192.28,14.49,0,14.49,MDL,black,1314.7,2597578,11.9,45.7,457000
10346189,Moss,40746,5-Sep-03,13.7,G,13,Yh,3.5,38.3,7.59,,745.22,0.96,52.71,,3.89,0.13,0.52,14.67,0.01,0.06,0.89,0.3,0.91,18.18,27.27,5.19,2.04,3.5,1.4,3.28,7.02,0.92,39.69,0.5,12.48,9.91,0.58,47.64,4.25,208.4,293.85,39.85,11.06,28.78,MDL,black,1314.7,2597578,11.9,45.7,457000
10446075,Moss,40746,6-Jul-04,13.9,G,12,Yh,4.3,23.5,6.69,116.68,171.85,0.22,12.15,4.11,1.98,0.11,0.39,10.84,0.19,0.84,13.46,1.57,4.7,93.96,4.84,0.5,1.94,0.52,0.65,3.31,7.08,0.92,39.6,0.46,11.5,0.6,0.57,46.74,2.33,114.32,158.55,8.36,0,8.36,MDL,black,1314.7,2597578,11.9,45.7,457000
10446162,Moss,40746,11-Aug-04,13.5,G,13,Yh,4.8,34.4,7.42,202.9,492.3,0.63,34.82,6.62,2.15,0.12,0.32,9.02,0.01,0.06,0.89,1.05,3.16,63.18,16.8,12.7,2.35,1.4,1.83,4.21,9.01,0.92,39.56,0.49,12.23,5.94,0.57,46.33,3.3,161.5,202.48,6.42,0,6.42,MDL,black,1314.7,2597578,11.9,45.7,457000
10546076,Moss,40746,20-Jul-05,13.5,G,12,Yh,4.8,29.8,7.28,160.48,231,0.3,16.34,4.91,2.44,0.13,0.83,23.24,0.15,0.66,10.63,1.23,3.69,73.8,7.19,0.5,1.17,0.55,2.43,3.48,7.45,1.06,45.67,0.47,11.7,0.91,0.51,41.74,2.99,146.66,126.74,13.6,0,13.6,MDL,black,1314.7,2597578,11.9,45.7,457000
10546161,Moss,40746,17-Aug-05,14,G,13,Yh,4.6,38.1,7.41,215.3,416,0.53,29.42,7.56,2.98,0.14,0.57,15.9,0.01,0.06,0.89,0.98,2.94,58.8,10.2,12.8,4.08,1.21,2.77,3.68,7.88,0.94,40.38,0.37,9.13,0.3,0.42,34.52,1.9,93.1,178.11,11.79,0,11.79,MDL,black,1314.7,2597578,11.9,45.7,457000
10646076,Moss,40746,17-Jul-06,14.1,G,13,Yh,3.8,30.7,7.26,151.13,278,0.36,19.66,5.71,2.16,0.14,0.57,15.96,0.1,0.45,7.16,1.3,3.9,78,8.57,5.93,2.06,0.81,0.46,3.47,7.43,1.01,43.34,0.44,10.98,1.29,0.51,41.57,3.13,153.17,176.83,5.23,0,5.23,MDL,black,1314.7,2597578,11.9,45.7,457000
10646163,Moss,40746,16-Aug-06,13.8,G,13,Yh,13,34.8,7.41,189.6,366,0.47,25.89,7.28,2.07,0.15,0.52,14.48,0.03,0.13,2.1,1.04,3.12,62.4,14.77,,1.27,1.21,0.29,3.51,7.51,1,43.04,0.43,10.85,5.62,0.53,43.05,3.09,151.26,228.47,6.77,0,6.77,MDL,black,1314.7,2597578,11.9,45.7,457000
10746034,Moss,40746,13-Jul-07,13.5,G,12,Yh,4.75,22.9,7.02,82.06,127.5,0.16,9.02,4.53,2.7,0.13,0.48,13.36,0.28,1.26,20.13,1.37,4.11,82.2,9.17,2.15,2.35,0.25,1.56,3.46,7.4,0.82,35.05,0.37,9.18,0.3,0.47,38.21,2.42,118.48,183.16,29.3,16.27,13.03,MDL,black,1314.7,2597578,11.9,45.7,457000
10746076,Moss,40746,31-Jul-07,13.5,G,13,Yh,5.2,24.6,7.2,116.84,169,0.22,11.95,5.62,1.44,0.03,0.44,12.29,0.18,0.78,12.54,1.08,3.24,64.8,10.79,7.07,1.41,0.79,8.01,3.49,7.47,0.86,36.89,0.39,9.83,0.89,0.44,36.33,2.55,124.71,193.07,21.26,11.58,9.69,MDL,black,1314.7,2597578,11.9,45.7,457000
10846035,Moss,40746,30-Jun-08,13,G,12,Yh,3.6,13.5,7.24,126.25,155,0.2,10.96,5.67,1.37,0.12,0.69,19.18,0.12,0.52,8.29,1.3,3.9,78,8.21,6.29,1.53,0.46,1.22,3.66,7.83,0.91,38.96,0.46,11.6,,0.49,39.77,3.86,189.24,125,0,0,0,MDL,black,1314.7,2597578,11.9,45.7,457000
10846076,Moss,40746,6-Aug-08,14,G,13,Yh,3.5,24.8,7.39,207.08,238,0.31,16.83,3.35,2.25,0.16,0.54,15.15,0.03,0.11,1.77,1.15,3.45,69,13.24,10.9,1.91,1.16,1.43,4.25,9.1,0.88,37.97,0.44,11.05,0.32,0.39,32.14,3.57,174.98,149.25,22.59,14.25,8.34,MDL,black,1314.7,2597578,11.9,45.7,457000
11046035,Moss,40746,7-Jul-10,13.5,G,12,Yh,4,22.6,7.09,129.57,217,0.28,15.35,5.56,2.15,0.14,0.56,15.54,0.14,0.62,9.99,1.6,4.8,96,3,5.2,3.01,0.49,1.4,3.36,7.19,1.25,53.75,0.39,9.75,0.32,0.47,38.7,2.38,116.72,136.36,6.1,0.05,6.05,MDL,black,1314.7,2597578,11.9,45.7,457000
11046077,Moss,40746,12-Aug-10,12.5,G,12,Yh,4.5,32.7,7.3,161.21,318,0.41,22.49,6.23,2.58,0.12,0.84,23.49,0.13,0.58,9.28,1.72,5.16,103.2,8.63,13.5,1.49,0.58,2.65,3.36,7.19,1,43.09,0.39,9.73,,0.47,38.79,2.53,123.77,155.97,3.37,0.05,3.32,MDL,black,1314.7,2597578,11.9,45.7,457000
11146034,Moss,40746,13-Jul-11,13.8,G,12,Yh,2.5,15,7.12,103.14,190,0.24,13.44,4.417,2.979,0.102,0.379,10.612,0.179,0.793,12.685,0.833,2.499,49.98,5.977,4.27,3.608,0.607,3.55,3.11,6.66,0.868,37.324,0.42,10.5,0.74,0.483,39.606,2.501,122.549,334.89,28.602,8.365,20.237,MDL,black,1314.7,2597578,11.9,45.7,457000
11146073,Moss,40746,9-Aug-11,13,G,12,Yh,4.2,28.7,7.37,82.26,251,0.32,17.75,4.221,3.039,0.123,0.882,24.696,0.073,0.323,5.166,0.951,2.853,57.06,5.107,12.1,1.208,0.864,1.66,3.25,6.96,0.908,39.044,0.432,10.8,2.58,0.533,43.706,2.868,140.532,75.291,11.738,0,11.738,MDL,black,1314.7,2597578,11.9,45.7,457000
11246034,Moss,40746,10-Jul-12,12.5,G,11,Yh,4,26.9,7.22,122.64,181.5,0.233,12.837,4.47,2.888,0.105,0.449,12.572,0.147,0.651,10.417,0.987,2.961,59.22,8.917,4.78,1.271,0.49,3.42,3.31,7.08,0.944,40.592,0.376,9.4,0.566,0.498,40.836,3.528,172.872,224.41,10.685,0,10.69,MDL,black,1314.7,2597578,11.9,45.7,457000
11246073,Moss,40746,7-Aug-12,13.5,G,13,Yh,3.9,31.1,7.38,174.33,484,0.622,34.233,6.564,3.914,0.138,0.57,15.96,0.005,0.02,0.319,0.852,2.556,51.12,13.323,12,0.381,1.312,2.48,3.6,7.7,0.957,41.151,0.447,11.175,3.38,0.544,44.608,3.542,173.558,252.73,25.661,1.376,24.29,MDL,black,1314.7,2597578,11.9,45.7,457000
9446655,North,401007,31-Aug-94,15.5,I,5,Ye,2.6,23,5.38,23,25,0.03,1.77,0.39,5.14,,0.36,10.08,0.16,0.69,11.05,1.44,4.32,86.4,3.1,3.1,0.5,0.34,2.17,1.96,4.19,0.53,22.79,0.22,5.5,0.32,0.32,26.32,1.68,82.42,255,120,71,49,TDL,black,8125.7,10106490,46,176.8,1768000
9446842,North,401007,29-Jun-94,13.5,I,4,Ye,5,19,4.99,1.8,25,0.03,1.77,0.77,3.8,,0.31,8.68,0.33,1.47,23.53,1.3,3.9,78,1.1,2.5,0.5,0.57,0.19,1.59,3.4,0.45,19.35,0.26,6.5,0.13,0.3,24.44,1.06,52.06,275,190,47,143,TDL,black,8125.7,10106490,46,176.8,1768000
9446905,North,401007,27-Jul-94,15.6,I,4,Ye,3.1,20,5.17,16.4,25,0.03,1.77,0.47,5.21,,0.52,14.56,0.22,0.99,15.8,1.41,4.23,84.6,4.5,2.8,1,0.51,0.95,1.7,3.64,0.46,19.78,0.22,5.5,0.2,0.3,24.76,1.36,66.82,268,170,58,112,TDL,black,8125.7,10106490,46,176.8,1768000
9546842,North,401007,19-Jun-95,13.5,I,4,Ye,6.25,20,5.19,-1.4,60,0.08,4.24,0.54,2.81,,0.51,14.28,0.46,2.06,32.88,1.49,4.47,89.34,1.1,2.1,,0.88,0.39,2.07,4.43,0.67,28.81,0.32,8,0.05,0.37,30.34,0.9,43.99,205,62,60,2,TDL,black,8125.7,10106490,46,176.8,1768000
9546879,North,401007,8-Aug-95,15,I,7,Ye,5.95,18,5.68,0.3,50,0.06,3.54,0.85,3.44,,0.98,27.44,0.25,1.09,17.43,1.67,5,99.9,0.5,2.5,0.5,0.6,0.56,1.98,4.24,0.83,35.69,0.29,7.25,0.25,0.43,35.26,1.04,50.75,144,58,36,22,TDL,black,8125.7,10106490,46,176.8,1768000
9546977,North,401007,13-Sep-95,15,I,9,Ye,3.7,23,5.87,12.41,45,0.06,3.18,0.92,3.38,,0.96,26.91,0.2,0.89,14.24,0.88,2.64,52.79,0.5,2.9,1.37,0.49,2.15,0.12,0.26,0.76,32.68,0.33,8.25,0.65,0.43,35.26,1.87,91.82,136,15,0,15,TDL,black,8125.7,10106490,46,176.8,1768000
9646751,North,401007,17-Jun-96,16.5,I,2,Ye,5.55,17.3,4.93,1.7,5,0.01,0.35,0.7,6.05,,0.53,14.84,0.14,0.62,9.92,0.94,2.82,56.34,3.2,1.69,2.51,0.45,0.75,0.05,0.11,0.5,21.5,0.2,5,0.11,0.26,21.32,0.9,43.99,334,270,91,179,TDL,black,8125.7,10106490,46,176.8,1768000
9646813,North,401007,22-Jul-96,15.6,I,4,Ye,3.2,15.3,5.42,0.07,5,0.01,0.35,0.59,4.61,,0.15,4.2,0.15,0.67,10.7,1.3,3.9,78,3.37,0.5,0.5,0.45,1.14,0.3,0.64,0.54,23.22,0.19,4.75,0.2,0.3,24.6,1.16,56.69,314,130,68,62,TDL,black,8125.7,10106490,46,176.8,1768000
9646884,North,401007,19-Aug-96,16.3,I,4,Ye,3.5,16,5.54,-10.77,8,0.01,0.57,1.33,5.31,,0.36,10.08,0.15,0.67,10.7,1.46,4.39,87.84,3.96,0.5,1.04,0.09,1.5,1.67,3.57,0.58,24.94,0.17,4.25,0.23,0.31,25.42,1.28,62.77,240,92,88,4,TDL,black,8125.7,10106490,46,176.8,1768000
9746847,North,401007,14-Jul-97,15.5,I,4,Ye,4.9,17.5,5.53,-16.87,5,0.01,0.35,0.53,3.8,0.07,0.13,3.64,0.26,1.13,18.07,1.25,3.75,75,3.8,1.49,1.5,0.43,0.85,1.52,3.25,0.57,24.51,0.25,6.25,0.13,0.24,19.68,1.45,71.14,335,190,110,80,TDL,black,8125.7,10106490,46,176.8,1768000
9746920,North,401007,18-Aug-97,14.7,I,6,Ye,3.7,16.4,5.69,-0.35,30,0.04,2.12,0.54,5.1,0.08,0.12,3.36,0.2,0.89,14.17,1.29,3.87,77.4,5,3.2,2.8,0.5,0.5,1.65,3.53,0.66,28.38,0.35,8.75,0.44,0.36,29.85,1.29,62.97,208,86,49,37,TDL,black,8125.7,10106490,46,176.8,1768000
9846656,North,401007,13-Jul-98,15,I,3,Ye,3.2,17.94,5.24,0.77,9.19,0.01,0.65,0.57,6.15,0.16,,,0.11,0.5,7.94,0.82,2.45,49.04,5.41,1.31,2.25,0.37,1.28,1.65,3.53,0.5,21.29,0.23,5.68,0.25,0.26,20.99,1.38,67.48,,160.58,85.26,75.31,TDL,black,8125.7,10106490,46,176.8,1768000
